followers_count,following_count,tweet_count,listed_count,account_age_days,has_profile_pic,has_bio,bio_length,has_url_in_bio,name_has_numbers,avg_daily_tweets,follower_following_ratio,is_verified,default_theme,geo_enabled,is_bot
171,5232,17327,2,25,1,1,4,1,1,52.84,0.2285,0,1,0,1
414,4871,2522,2,168,0,0,31,1,1,55.23,0.2395,0,1,0,1
458,2811,34178,1,11,1,0,14,1,1,67.11,0.2604,0,1,0,1
135,3932,46217,4,226,0,0,53,1,1,196.78,0.2149,0,1,1,1
3567,1631,5964,126,2087,1,1,146,0,0,7.02,2.93,1,1,1,0
1873,1119,2630,71,2100,1,1,26,0,0,4.03,2.74,0,1,0,0
120,1239,44186,3,262,1,0,14,0,1,36.12,0.2972,0,1,0,1
172,4184,27709,5,213,0,1,24,0,1,71.23,0.2364,0,1,0,1
1264,219,4995,163,3516,0,1,65,0,1,5.65,1.9,0,0,1,0
4311,780,6710,89,3336,1,1,85,1,0,4.57,4.85,0,0,1,0
3634,1389,2596,85,2183,1,1,92,0,0,8.8,1.15,0,0,0,0
270,793,33437,3,214,1,0,14,1,1,190.27,0.0725,0,1,0,1
249,5977,36531,2,114,1,1,9,1,1,132.62,0.2439,0,1,0,1
63,3371,21325,7,294,0,0,29,0,1,129.73,0.0972,0,1,1,1
48,5053,3248,4,332,1,1,32,1,1,111.49,0.157,0,1,0,1
549,1964,2202,77,1242,1,1,68,0,0,7.98,4.27,0,0,1,0
86,5448,23592,9,114,0,0,25,1,1,152.62,0.2455,0,1,0,1
3572,629,4825,18,2397,1,1,74,0,0,1.41,4.79,0,1,1,0
76,1315,39922,6,97,1,0,53,1,0,155.59,0.0497,0,1,0,1
273,1684,9645,5,365,0,0,38,0,1,48.71,0.1765,0,1,1,1
414,352,5402,146,1284,1,1,76,1,1,3.61,4.96,0,1,1,0
340,5677,31348,3,26,1,0,47,1,1,159.45,0.2309,0,1,0,1
308,1226,24140,9,258,1,0,33,1,1,172.24,0.1453,0,0,0,1
4410,1135,4355,0,3341,1,1,156,0,0,9.42,1.14,0,0,0,0
231,3531,3966,5,267,1,1,7,0,1,146.03,0.1516,0,0,0,1
4925,492,2303,23,2195,1,1,61,0,0,8.11,0.94,0,0,1,0
191,2628,23908,5,73,0,1,56,0,1,127.25,0.0302,0,1,0,1
3677,1004,2885,51,780,1,1,48,0,0,3.23,0.59,0,0,0,0
381,3892,1577,1,108,1,1,10,0,1,164.42,0.0959,0,1,0,1
4871,1455,6698,193,3353,1,1,83,1,0,2.37,0.8,0,1,0,0
2685,1818,465,175,3320,1,1,45,1,1,6.88,1.54,0,0,1,0
136,2946,41743,7,355,1,0,29,1,1,151.18,0.1266,0,1,0,1
400,5920,46702,7,14,1,1,43,1,1,58.41,0.0091,0,1,1,1
439,2548,25533,1,31,1,0,45,1,0,24.02,0.0484,0,1,0,1
2762,1489,3939,142,2941,1,1,54,0,0,3.97,0.41,0,0,1,0
3,3366,37281,8,65,1,0,29,1,1,185.65,0.16,0,1,0,1
320,2566,21140,5,94,0,1,44,1,0,140.9,0.0187,0,0,0,1
2969,91,674,182,1655,1,1,97,1,0,5.31,1.85,0,0,1,0
2794,180,3325,106,810,1,1,86,1,0,9.35,1.68,0,0,1,0
3471,965,7494,48,222,1,1,75,0,0,9.92,3.48,1,1,0,0
922,243,2646,108,198,1,1,125,0,0,2.54,2.91,1,1,0,0
2191,232,6907,18,3582,1,1,58,0,0,0.54,1.39,0,0,0,0
3333,841,341,141,860,1,1,49,0,0,1.7,2.48,0,0,1,0
209,3134,16063,4,326,1,1,52,1,1,55.9,0.2246,0,1,0,1
129,2233,29900,3,194,1,1,34,1,1,184.08,0.2587,0,0,0,1
275,5740,16095,3,136,0,1,26,1,1,133.11,0.1707,0,1,0,1
248,4865,28601,6,264,1,0,30,1,1,197.12,0.007,0,1,1,1
766,344,6624,182,2093,1,1,78,1,0,4.42,1.06,0,0,0,0
139,3709,23660,9,170,0,0,41,1,1,72.69,0.1425,0,0,0,1
847,606,7274,75,2509,0,1,43,0,0,2.21,0.64,0,0,1,0
334,4448,25794,1,218,1,0,10,0,0,76.8,0.0713,0,1,0,1
2985,142,7898,4,2822,1,1,110,0,1,1.13,0.94,0,0,0,0
112,3200,23257,2,398,0,0,54,0,1,129.34,0.0284,0,1,0,1
2018,88,4319,160,622,1,1,28,0,0,4.17,3.81,0,0,0,0
4687,1090,7254,84,391,1,1,119,1,0,3.01,2.15,1,0,1,0
2504,1127,2025,81,2310,1,0,90,0,0,5.2,4.11,0,0,0,0
4374,1925,2772,145,2103,1,1,145,1,0,3.79,3.95,0,0,0,0
75,1157,48743,7,44,0,1,13,1,1,28.83,0.1748,0,0,1,1
385,2231,46483,0,130,1,0,14,1,1,178.51,0.0861,0,0,0,1
4502,1031,7943,62,2589,1,1,59,0,0,0.96,0.63,0,0,0,0
3344,1180,3974,141,1062,1,1,85,1,1,6.69,2.8,0,0,1,0
270,3050,3689,8,330,0,1,12,0,0,185.95,0.216,0,1,0,1
446,1679,35527,6,347,0,0,32,0,1,40.18,0.2392,0,0,0,1
2421,1374,622,159,848,1,0,134,0,0,4.2,4.41,0,0,0,0
2789,1382,2542,165,2083,1,1,156,1,0,1.33,2.66,0,0,1,0
1784,854,2508,107,2804,1,1,77,0,0,2.0,3.04,0,0,0,0
1713,1697,7573,197,3008,1,1,131,1,0,4.05,2.7,0,0,0,0
354,2707,41598,0,282,0,0,24,0,0,174.91,0.209,0,0,0,1
2413,484,3316,45,1929,1,1,127,1,0,1.82,2.73,1,0,0,0
85,4378,6243,2,379,1,0,35,0,1,138.75,0.1795,0,1,0,1
4732,870,6640,126,1304,1,0,112,1,0,1.95,3.54,0,0,1,0
87,2082,47487,8,301,1,0,39,1,1,118.63,0.182,0,0,0,1
324,3991,4680,8,42,0,1,19,0,1,149.79,0.131,0,0,0,1
2899,1044,4076,130,668,1,1,65,1,1,3.67,1.55,1,1,1,0
351,203,5959,84,1231,1,1,95,0,0,6.62,4.07,0,0,1,0
2889,788,6904,26,1186,1,1,157,1,0,9.87,4.27,0,0,1,0
487,3485,20940,6,90,1,0,38,0,1,83.98,0.13,0,1,0,1
3556,1171,1172,175,572,1,1,126,1,0,5.24,3.53,0,0,1,0
3769,1641,5535,148,284,1,1,44,1,0,7.28,3.93,0,1,1,0
123,5430,46823,5,312,1,1,43,1,1,135.04,0.2449,0,1,0,1
443,1662,30493,5,2,1,1,23,0,1,74.0,0.1701,0,0,0,1
25,1121,15823,2,79,1,0,10,1,0,135.37,0.2544,0,1,0,1
451,4868,4205,2,278,1,0,12,1,1,170.92,0.0853,0,1,0,1
3469,1186,7145,165,1570,1,0,45,0,0,5.6,4.74,0,1,1,0
309,1362,3251,5,258,0,0,39,1,1,119.28,0.1427,0,0,0,1
194,3660,36614,3,365,1,1,46,0,1,74.39,0.0766,0,1,0,1
3769,1093,2765,189,2199,1,1,29,1,0,6.53,4.76,0,0,0,0
422,4146,20083,0,70,1,0,46,0,1,57.22,0.0249,0,1,0,1
4347,1186,2739,185,1268,1,1,151,0,0,7.02,2.73,0,0,1,0
413,1477,27916,1,38,0,0,16,1,1,73.45,0.1424,0,1,1,1
4605,1052,4673,156,1082,1,0,108,0,0,4.4,1.74,0,0,1,0
437,1059,22258,2,25,0,1,31,1,1,22.66,0.2958,0,1,0,1
29,5061,25154,8,50,1,0,25,1,1,149.55,0.2783,0,1,0,1
3190,1657,2528,152,3270,1,1,83,0,0,3.44,3.76,0,1,0,0
609,451,3197,108,2384,1,1,97,0,0,6.15,2.47,0,1,1,0
3322,1432,1963,40,3594,1,1,157,0,0,6.93,3.77,0,1,1,0
175,1905,3184,50,1841,1,1,52,1,0,5.78,1.13,0,0,0,0
3773,637,3330,72,2918,1,1,148,1,1,5.74,4.66,0,0,1,0
1783,1901,3935,44,2117,1,1,125,0,0,7.75,3.99,0,0,1,0
127,1134,10013,0,15,1,0,36,1,1,71.11,0.085,0,1,1,1
650,155,2137,74,1287,1,1,118,0,0,7.13,4.08,0,0,1,0
2032,759,4197,190,2925,1,1,60,0,0,8.21,3.84,0,1,0,0
97,4063,27206,4,329,1,0,56,0,0,53.75,0.1519,0,1,0,1
4827,787,1482,71,2980,1,1,100,1,1,3.88,1.17,0,0,1,0
160,2172,7030,8,366,0,0,36,0,1,176.11,0.299,0,0,0,1
2350,1714,2511,73,1641,1,0,78,0,0,0.88,3.82,0,0,1,0
63,1317,6868,7,158,1,1,52,1,1,123.15,0.1426,0,1,0,1
303,5480,47200,3,171,0,1,33,1,1,111.98,0.0555,0,0,0,1
171,1875,18130,7,126,1,1,18,1,1,58.19,0.1507,0,1,0,1
492,2439,48429,7,352,0,1,20,1,1,33.57,0.2341,0,1,1,1
478,2349,25509,9,66,1,1,27,1,1,29.73,0.2744,0,1,0,1
3196,1215,1341,174,2437,1,1,157,1,0,9.96,4.12,0,0,0,0
50,1845,9183,5,26,1,0,10,1,1,115.3,0.1679,0,1,0,1
4339,435,6272,97,2510,1,1,65,0,0,8.85,2.62,0,1,1,0
110,5927,47529,0,191,0,1,55,1,1,38.89,0.2609,0,1,0,1
275,807,3948,80,828,1,1,151,1,0,4.28,0.41,0,1,1,0
3331,1847,382,74,2489,1,1,95,0,0,6.49,2.54,0,0,0,0
1893,124,3773,105,1822,1,1,81,0,0,2.15,4.57,1,0,1,0
3746,1299,1899,146,1233,1,1,74,0,0,8.25,1.57,0,1,1,0
449,1071,14601,9,243,1,1,6,1,1,107.0,0.0068,0,1,0,1
2336,206,7330,196,700,1,1,133,0,0,1.35,1.77,0,0,1,0
2315,1600,7434,138,412,1,1,31,0,0,4.76,1.04,0,0,1,0
810,1300,4344,182,1048,1,1,122,0,0,3.25,4.34,0,0,0,0
338,1281,12628,6,46,1,0,36,1,1,58.14,0.2727,0,0,0,1
197,1448,37234,6,24,0,1,58,0,1,82.37,0.1195,0,1,1,1
122,527,4236,8,64,1,0,16,1,0,190.6,0.1995,0,1,0,1
1,4616,39477,9,201,0,0,36,0,1,45.39,0.1773,0,1,0,1
1902,1033,3825,141,506,0,1,55,0,0,8.68,2.09,0,0,1,0
137,736,37044,2,210,0,1,54,0,1,35.81,0.1956,0,0,1,1
292,4997,6899,3,303,0,1,52,1,1,22.45,0.1411,0,1,0,1
106,2266,46299,4,132,1,1,37,0,1,189.17,0.2888,0,1,0,1
199,2733,33191,0,121,1,0,19,1,0,90.97,0.2105,0,1,1,1
161,3223,27340,3,246,0,0,56,1,1,38.59,0.1201,0,1,0,1
252,540,7548,3,50,0,0,40,1,0,75.94,0.0913,0,0,0,1
383,5438,46712,2,17,0,1,43,1,1,190.05,0.2048,0,0,0,1
2435,1926,803,162,607,1,1,69,1,0,4.1,0.41,0,1,1,0
3606,376,2378,63,2514,1,1,22,0,0,7.2,1.51,0,0,1,0
4768,479,564,154,1718,1,1,87,1,1,5.88,2.85,0,0,1,0
1003,555,761,114,2014,1,1,54,1,0,9.27,3.69,0,0,1,0
466,1708,3199,4,145,0,0,0,1,1,38.2,0.115,0,1,0,1
309,704,6088,0,131,0,1,33,1,1,61.48,0.0531,0,1,0,1
117,3321,29672,7,370,0,0,45,1,1,31.46,0.2248,0,1,0,1
89,4850,24508,3,371,0,0,32,1,1,83.42,0.213,0,1,0,1
3611,882,3668,185,1278,1,1,131,0,0,8.25,3.01,1,0,1,0
14,2977,13943,2,358,1,0,35,1,1,142.86,0.0185,0,1,0,1
2047,1763,3093,169,1872,1,1,92,0,0,6.56,4.27,0,0,1,0
4830,1299,2656,88,2832,1,1,99,1,0,3.05,0.54,0,0,0,0
208,5492,12394,9,266,0,0,42,1,1,173.2,0.0173,0,0,0,1
4057,1034,3142,116,3588,0,1,44,1,0,4.98,3.91,0,1,1,0
4483,1649,2872,127,1855,1,1,117,0,1,9.25,0.5,0,0,1,0
1234,112,6995,22,2999,1,1,59,1,1,8.11,2.58,0,1,1,0
1459,1686,240,31,577,1,1,144,0,0,1.12,1.16,0,1,0,0
2829,265,2825,188,1952,1,1,25,0,0,8.84,3.76,0,0,1,0
2344,1044,6925,7,1421,1,1,71,0,0,6.1,0.34,0,0,1,0
313,2921,11304,0,270,1,0,14,1,0,146.55,0.1894,0,1,0,1
4147,1579,1618,68,1674,1,1,103,1,0,3.24,1.24,0,0,1,0
2269,263,7183,6,554,1,1,52,0,0,0.93,2.67,0,1,1,0
1132,1122,101,127,2043,1,1,73,0,0,8.16,2.3,0,0,1,0
2131,1740,2060,86,2934,0,1,68,0,0,4.76,2.94,1,0,0,0
297,5401,5723,9,369,0,1,16,0,1,194.79,0.2687,0,1,0,1
465,714,35311,0,352,1,1,53,1,1,79.6,0.234,0,0,0,1
432,4555,24674,4,180,0,0,27,1,0,33.46,0.2722,0,1,0,1
120,2737,43231,7,247,1,1,2,0,1,155.25,0.1326,0,1,1,1
4284,1617,7188,99,3402,1,1,24,1,0,5.95,4.34,0,0,1,0
376,5299,31066,6,167,1,0,57,0,1,94.01,0.2513,0,1,0,1
84,4637,38279,5,33,1,0,29,0,1,113.3,0.2218,0,1,0,1
204,2400,14432,4,40,0,0,11,0,1,155.19,0.2551,0,1,0,1
2155,1468,1623,119,2356,1,1,157,0,0,4.18,0.78,0,0,1,0
20,2777,24991,1,34,1,0,8,0,1,49.0,0.2745,0,1,0,1
2178,450,2053,61,1894,1,1,122,1,0,6.25,2.89,0,0,1,0
2780,804,6365,84,2485,0,1,30,1,0,6.12,3.66,0,1,1,0
4332,1831,5009,173,997,1,1,121,0,1,5.98,3.49,0,0,0,0
323,2357,6693,9,1,1,0,2,1,0,155.28,0.1376,0,1,0,1
3467,1437,6481,148,789,1,0,152,1,0,0.61,4.39,0,0,1,0
3873,765,2230,50,2029,1,1,78,1,0,1.14,1.96,0,0,1,0
98,3649,15986,8,83,1,1,17,0,1,188.78,0.2687,0,1,0,1
1,4534,3977,9,157,0,1,51,1,0,173.36,0.1315,0,1,1,1
3374,1961,5661,150,3075,1,1,148,0,0,8.54,2.16,0,1,1,0
378,4515,32368,0,9,0,0,56,1,1,38.92,0.0638,0,1,0,1
2376,110,3146,15,1042,1,1,113,0,0,9.36,4.08,0,0,0,0
212,1137,19631,3,394,1,0,16,0,1,164.9,0.2988,0,1,0,1
4077,763,3188,48,1604,1,1,32,0,1,7.1,0.32,1,0,1,0
3337,70,4705,81,2790,1,1,131,1,0,2.69,1.44,0,1,1,0
4037,78,5692,48,1558,1,1,61,1,0,2.24,2.68,0,0,1,0
2608,1016,474,110,295,1,1,84,1,0,3.86,1.94,0,0,1,0
236,3036,6972,0,65,1,0,4,1,0,75.9,0.075,0,1,0,1
2858,195,1290,184,3474,1,1,101,1,0,3.3,2.71,0,0,1,0
31,1444,7192,4,274,0,0,29,1,1,56.67,0.0493,0,1,0,1
4692,800,2601,42,3351,1,1,36,1,0,8.55,3.74,0,0,1,0
1689,973,4088,18,1262,1,0,156,0,0,5.79,2.61,0,0,0,0
318,1695,5390,3,168,1,0,54,1,1,76.85,0.2763,0,1,1,1
1520,1232,5852,160,1327,1,1,96,1,0,7.99,2.08,0,0,1,0
2645,1813,4300,163,2955,1,1,72,0,0,6.72,4.8,0,0,0,0
169,915,28937,3,154,1,0,21,1,1,192.22,0.0353,0,1,0,1
409,1232,42811,1,230,0,0,11,1,0,141.4,0.2653,0,0,0,1
3311,1728,4545,96,1877,1,1,34,0,0,8.6,4.42,0,0,0,0
282,1344,7960,120,1344,1,1,150,1,1,7.84,2.18,0,1,1,0
21,3738,25881,8,160,1,1,3,1,1,48.96,0.1118,0,1,1,1
356,3245,17215,3,113,0,0,0,0,0,103.61,0.275,0,0,0,1
4941,1746,5470,117,3140,1,1,117,1,0,3.23,3.2,0,1,1,0
27,1763,15332,7,70,1,0,18,1,1,150.72,0.2612,0,1,0,1
1302,1239,6783,177,905,1,1,91,1,0,6.06,2.29,0,0,1,0
443,752,44557,5,346,1,0,53,1,0,38.38,0.0609,0,1,0,1
267,1857,16829,2,54,1,0,20,1,1,49.41,0.0096,0,1,0,1
1545,1251,6216,3,3511,1,1,96,0,0,1.29,1.66,0,0,0,0
229,5982,3321,4,311,0,1,23,1,1,138.61,0.2854,0,1,0,1
3897,1849,6534,154,3085,1,1,122,0,0,7.96,2.47,0,0,0,0
71,605,29520,2,205,0,1,51,1,1,55.01,0.237,0,0,0,1
4129,448,7943,107,672,1,1,113,1,0,7.2,4.13,0,0,1,0
1109,231,1108,182,1418,1,1,140,0,0,7.89,1.45,1,0,1,0
296,3254,35505,2,42,1,0,18,1,0,160.29,0.0878,0,1,0,1
421,4228,32054,8,71,1,0,42,1,1,39.06,0.0134,0,0,0,1
17,1901,16185,8,64,0,1,27,0,1,97.4,0.2099,0,1,1,1
276,5401,35477,6,105,1,0,35,1,1,58.61,0.1865,0,1,0,1
361,4911,23383,4,131,1,0,54,1,1,158.48,0.1815,0,0,0,1
359,3140,33799,5,123,0,0,3,1,1,159.3,0.1808,0,1,0,1
1958,51,4427,68,2796,1,1,37,1,0,3.83,1.12,0,0,1,0
122,3463,49865,8,86,1,0,23,0,1,198.09,0.0377,0,0,0,1
286,1735,34799,0,127,0,1,35,0,1,66.61,0.0414,0,1,1,1
